index,essayId,actualScore,openAIPredictedScore,scoreOffset
1921,3b53486,4,3,-1
1922,7b084d9,2,3,1
1923,7363097,4,3,-1
1924,6435496,1,2,1
1925,2e8cee4,3,3,0
1926,f13930a,3,3,0
1927,c5b7d0c,2,2,0
1928,44567d5,4,3,-1
1929,1fdcd75,4,5,1
1930,e27d0c4,3,3,0
1931,99cb3da,2,3,1
1932,61efac6,3,3,0
1933,81fbfc0,3,4,1
1934,96b30ed,3,4,1
1935,0616815,2,3,1
1936,4270df5,4,4,0
1937,be61aa1,4,3,-1
1938,de61739,3,3,0
1939,b82f899,4,5,1
1940,43d40a3,4,3,-1
1941,3c82a94,4,4,0
1942,526454d,4,4,0
1943,2a161b2,3,4,1
1944,ebbfacd,5,4,-1
1945,c6de3c2,4,3,-1
1946,246585a,3,4,1
1947,1a7f061,3,4,1
1948,402c653,2,3,1
1949,c0524f6,4,3,-1
1950,f42d82c,4,3,-1
1951,c597562,1,4,3
1952,7fc1003,4,4,0
1953,fb2d7ce,4,4,0
1954,dd0b4c0,1,3,2
1955,3a3a47b,3,2,-1
1956,b6a4f1d,2,2,0
1957,98dc208,1,2,1
1958,2eb95cd,4,4,0
1959,f89a159,2,3,1
1960,5069938,1,3,2
1961,a004e6d,3,3,0
1962,9efb395,4,4,0
1963,dae9832,2,3,1
1964,9c2e50e,3,3,0
1965,c104717,3,3,0
1966,5d7b1e1,2,3,1
1967,bf215a7,4,4,0
1968,2bd6f85,2,2,0
1969,e1a6cbe,3,2,-1
1970,2a21d68,3,3,0
1971,e7c958f,2,2,0
1972,bce3407,3,3,0
1973,1284ac4,4,3,-1
1974,7eba1f3,3,4,1
1975,b7a4bed,5,4,-1
1976,cbc7883,3,3,0
1977,41b88e2,2,4,2
1978,52de2f6,3,2,-1
1979,8b627c2,3,2,-1
1980,19d0d84,4,4,0
1981,c9459a1,2,2,0
1982,dc978d4,3,5,2
1983,da8c829,1,2,1
1984,114187f,2,2,0
1985,1e762ef,2,3,1
1986,d7c5fc6,4,4,0
1987,53b8296,1,2,1
1988,76ee970,6,4,-2
1989,a63a502,3,2,-1
1990,3785d1d,3,3,0
1991,c1fb803,2,2,0
1992,060d2bb,3,3,0
1993,688b494,5,4,-1
1994,f4a239c,2,3,1
1995,a06b9af,2,2,0
1996,e06815a,2,2,0
1997,e2cd1e4,4,4,0
1998,a2e903f,2,2,0
1999,eb8206b,5,4,-1
2000,e2aaf65,5,3,-2
2001,5d843d0,2,2,0
2002,3ab4c11,3,3,0
2003,3b9e818,3,2,-1
2004,d7c93c3,2,2,0
2005,5b27764,1,3,2
2006,e793127,4,4,0
2007,c6c4cc1,1,2,1
2008,269e81f,4,4,0
2009,c05b975,2,3,1
2010,4963bde,2,2,0
2011,d40f0dd,2,3,1
2012,99d56b3,2,2,0
2013,36d9eea,4,3,-1
2014,5de4838,3,3,0
2015,e4373b5,2,3,1
2016,054e4c8,3,3,0
2017,bb1fd4d,2,2,0
2018,c4ae4af,2,3,1
2019,3a1dd7e,4,3,-1
2020,fad3429,5,4,-1
2021,eee7aca,3,3,0
2022,237a974,2,3,1
2023,96aa32c,4,3,-1
2024,8d19eb4,2,3,1
2025,eaf94fd,4,3,-1
2026,770370b,3,2,-1
2027,dfbaca5,3,3,0
2028,30b1d9b,4,3,-1
2029,ec5396d,2,3,1
2030,bb2dd28,4,5,1
2031,8a932e3,4,4,0
2032,0e73ffd,4,3,-1
2033,3b35bfc,3,3,0
2034,947e919,1,3,2
2035,ec3323b,1,3,2
2036,e4cd5f0,2,2,0
2037,2a162fa,3,3,0
2038,360214a,4,5,1
2039,4e85bd3,2,3,1
2040,8953145,3,4,1
2041,46fbc04,3,3,0
2042,07a6b84,2,2,0
2043,3572e50,2,2,0
2044,e4131fa,1,2,1
2045,ab7f92e,4,4,0
2046,cc88583,2,3,1
2047,4d5baca,2,2,0
2048,90b0f95,2,2,0
2049,9be0af0,3,3,0
2050,db8c22e,1,2,1
2051,adbaac9,3,3,0
2052,e71d471,3,2,-1
2053,a5b3af7,4,3,-1
2054,986ea58,3,3,0
2055,7bc0860,3,4,1
2056,ca72f67,4,3,-1
2057,77de1a5,2,2,0
2058,ee13521,5,3,-2
2059,85a7ee8,3,3,0
2060,2228575,4,4,0
2061,eaa7637,3,4,1
2062,0fc7b60,2,3,1
2063,752b719,2,2,0
2064,24e9709,4,4,0
2065,8b47ec8,3,2,-1
2066,e4e3d0f,2,3,1
2067,cd65096,3,3,0
2068,6755e88,3,3,0
2069,b278351,3,3,0
2070,5c0e7d0,4,3,-1
2071,a286208,3,2,-1
2072,bd5978b,2,3,1
2073,9489333,1,2,1
2074,929b955,4,4,0
2075,bbbd6d2,4,4,0
2076,2f28033,4,3,-1
2077,f9b6317,2,3,1
2078,c4adfd0,2,3,1
2079,f40883e,1,2,1
2080,4a0bbf4,4,3,-1
2081,38b22fd,2,2,0
2082,ba98667,5,3,-2
2083,1111bf7,2,2,0
2084,9517e45,2,2,0
2085,0105e2e,2,4,2
2086,feba238,3,3,0
2087,01665d5,3,3,0
2088,1e32b1d,4,3,-1
2089,ab74e1a,2,2,0
2090,943b1a9,2,2,0
2091,d11f475,3,4,1
2092,056a4a4,4,4,0
2093,50d3e20,6,5,-1
2094,a4e2b00,2,5,3
2095,a875a8e,3,3,0
2096,5aadc97,3,3,0
2097,3f75229,5,4,-1
2098,4bf08a1,2,3,1
2099,d214529,1,2,1
2100,9251b3f,5,4,-1
2101,0ad08bd,2,2,0
2102,0a31858,1,2,1
2103,a8895c0,3,3,0
2104,f980746,3,4,1
2105,6bf664d,3,3,0
2106,6393898,4,3,-1
2107,94f1fce,2,2,0
2108,4d5dd3b,3,2,-1
2109,7dd8cbc,3,3,0
2110,747c708,4,4,0
2111,58556f1,2,3,1
2112,beaf095,3,4,1
2113,ed1ed8d,3,3,0
2114,ae9554b,2,3,1
2115,42faeed,3,3,0
2116,963aa9d,3,3,0
2117,ec636ad,3,3,0
2118,c3da063,3,2,-1
2119,f2835ca,2,2,0
2120,6a5eec3,5,4,-1
2121,42f6c11,2,3,1
2122,cbedebe,5,5,0
2123,f40b5d8,6,4,-2
2124,b1cdbe9,4,3,-1
2125,31e0361,4,3,-1
2126,a72499e,1,2,1
2127,8c46e3b,2,3,1
2128,17d83e3,2,3,1
2129,61e1ab3,4,4,0
2130,6555b9f,2,4,2
2131,b92304e,3,3,0
2132,0657f4c,2,2,0
2133,bb72d59,4,5,1
2134,68c21d6,2,3,1
2135,b09306b,3,3,0
2136,a7f685b,2,3,1
2137,13917a4,3,3,0
2138,89034e7,3,3,0
2139,6119fea,3,3,0
2140,b59e6e2,4,4,0
2141,29ff531,3,4,1
2142,c2a9c8b,3,4,1
2143,313de19,2,2,0
2144,23eb690,3,4,1
2145,8d80c00,2,3,1
2146,9c08744,4,3,-1
2147,0eca72b,2,2,0
2148,e8c970f,3,3,0
2149,4cacca6,3,3,0
2150,0edb7ff,3,2,-1
2151,866a03f,3,3,0
2152,338cf3b,3,3,0
2153,5e5a139,3,2,-1
2154,c62bbd0,3,3,0
2155,eca8129,4,4,0
2156,7b7e5ba,2,3,1
2157,b466d9a,4,4,0
2158,4eef08f,2,3,1
2159,3267b54,2,3,1
2160,2a3cc3b,4,3,-1
2161,4378d9a,2,3,1
2162,2fdbf31,4,3,-1
2163,60cd095,2,2,0
2164,bdd54af,3,4,1
2165,5e44275,3,4,1
2166,2fefa3b,4,3,-1
2167,6e1af01,4,3,-1
2168,5cfcdf9,3,4,1
2169,972d424,1,2,1
2170,3cdaa47,4,4,0
2171,28f0c5d,3,3,0
2172,5993357,2,3,1
2173,1840279,3,3,0
2174,b50adb7,1,3,2
2175,1d98e0a,2,4,2
2176,fe2d3c8,4,3,-1
2177,52ebac3,2,3,1
2178,f90d665,4,3,-1
2179,a7bbe08,3,3,0
2180,e701cf8,3,2,-1
2181,5d6a802,4,4,0
2182,9b42220,3,5,2
2183,39f503f,3,4,1
2184,9d25095,4,3,-1
2185,139ec0a,3,3,0
2186,9606866,3,3,0
2187,b45e862,4,3,-1
2188,8bb3873,4,4,0
2189,a4b3e4e,4,3,-1
2190,d680429,3,4,1
2191,509edaa,3,2,-1
2192,7c4e31f,4,2,-2
2193,485dbac,5,3,-2
2194,b21b1dc,2,2,0
2195,9c9c75e,1,3,2
2196,fdee4f3,2,3,1
2197,1e54327,3,4,1
2198,6ada9ce,4,3,-1
2199,112723e,5,5,0
2200,cde8ee7,2,3,1
2201,398be0d,2,3,1
2202,053fa01,3,3,0
2203,00e047b,4,4,0
2204,04ea96d,3,4,1
2205,6afe275,3,3,0
2206,417000a,4,4,0
2207,837a95a,2,2,0
2208,6cf31b1,4,3,-1
2209,e67b702,4,4,0
2210,12ea160,3,3,0
2211,cd0a006,2,3,1
2212,6e79fe9,2,2,0
2213,1e44652,2,3,1
2214,691550e,3,3,0
2215,189579d,2,3,1
2216,00f6383,3,4,1
2217,6c27120,2,2,0
2218,77d90e6,3,3,0
2219,0c8abe3,3,3,0
2220,d6831f6,4,4,0
2221,dc81c67,2,2,0
2222,a5e4cbf,3,5,2
2223,db0f994,3,4,1
2224,2c60d12,3,3,0
2225,56c8283,3,3,0
2226,1d3853c,4,3,-1
2227,18c3c09,2,3,1
2228,af9e3fd,2,2,0
2229,167b14e,3,3,0
2230,ad4e3d6,1,3,2
2231,5051480,3,3,0
2232,b7b0f05,4,4,0
2233,7dcb253,3,3,0
2234,4d87a5d,3,3,0
2235,5d2bbfe,2,3,1
2236,6f3bdb3,2,3,1
2237,8a242ae,3,4,1
2238,b36ff44,2,3,1
2239,f281512,2,2,0
2240,9acd11d,4,4,0
2241,69e9bd2,3,2,-1
2242,a69f5d6,4,4,0
2243,b5bd8b8,4,3,-1
2244,0b47a00,3,2,-1
2245,8494c52,3,2,-1
2246,1c8d415,5,3,-2
2247,fba8915,2,2,0
2248,53a31e8,2,2,0
2249,2f1718a,4,4,0
2250,4938e41,2,2,0
2251,2235d96,5,4,-1
2252,ac1cb0c,2,3,1
2253,b9f8f54,5,5,0
2254,18ad0fa,3,3,0
2255,ef64f8d,3,2,-1
2256,df590e7,2,3,1
2257,663d2cf,3,3,0
2258,a0e10ae,1,2,1
2259,6a9c23d,3,3,0
2260,5a730aa,3,4,1
2261,704db62,3,3,0
2262,2d8bc0e,3,3,0
2263,e03613b,1,4,3
2264,a44c5ec,3,4,1
2265,605f34f,2,3,1
2266,bbf1f1d,3,2,-1
2267,77ced86,3,3,0
2268,1af6bd0,4,4,0
2269,303c11b,3,4,1
2270,18acc14,2,3,1
2271,c6781db,2,3,1
2272,231a04e,2,2,0
2273,2b34eff,2,3,1
2274,15c0b38,2,3,1
2275,d67d2c2,2,3,1
2276,a7ec7ab,2,3,1
2277,685b699,4,3,-1
2278,a7b76c2,3,4,1
2279,6fb7a97,2,4,2
2280,9c3f6e4,3,4,1
2281,e59d33b,4,3,-1
2282,24cc082,2,2,0
2283,b015474,3,3,0
2284,db84c1b,4,2,-2
2285,5080e44,3,5,2
2286,28cf870,2,3,1
2287,50ab02f,2,2,0
2288,cf6c1cf,1,2,1
2289,a8d35fd,4,3,-1
2290,13c7a43,4,3,-1
2291,5cf885b,4,4,0
2292,7cc82fb,4,3,-1
2293,bc873a6,3,3,0
2294,f6deba9,1,2,1
2295,d2d299b,3,3,0
2296,ad789c5,2,3,1
2297,ed7fbc3,2,2,0
2298,ed339e2,3,3,0
2299,e0d01a8,2,3,1
2300,33cdec2,4,4,0
2301,e5f23c3,4,3,-1
2302,8c1c2c0,3,3,0
2303,289dbd1,3,4,1
2304,1be148f,3,3,0
2305,24ae08e,3,3,0
2306,742da12,4,3,-1
2307,12e8e0b,3,3,0
2308,f527b86,2,2,0
2309,93fee24,3,4,1
2310,7a95534,2,2,0
2311,7e09846,4,3,-1
2312,44cc40e,3,2,-1
2313,823ca1e,3,3,0
2314,e81bc41,3,4,1
2315,6ba40d5,3,2,-1
2316,573c091,2,3,1
2317,10e0b91,2,2,0
2318,33504eb,5,3,-2
2319,ec32da2,4,3,-1
2320,fcac377,3,4,1
2321,d24f674,2,2,0
2322,bd968ac,3,3,0
2323,026355a,4,3,-1
2324,e476e48,3,2,-1
2325,976c6f8,2,4,2
2326,2f08580,3,2,-1
2327,46ab8e9,4,3,-1
2328,07dd0fd,1,2,1
2329,ed327ab,1,2,1
2330,764e06b,3,3,0
2331,9e26c1d,5,3,-2
2332,7c01ea5,5,3,-2
2333,88441d4,3,3,0
2334,a18c42c,3,4,1
2335,1c8ac21,3,3,0
2336,a81b2f2,3,4,1
2337,7a1b4b5,3,3,0
2338,3328793,4,4,0
2339,b1c7a02,4,3,-1
2340,0a45f39,1,3,2
2341,a97eb60,2,3,1
2342,d106dee,1,2,1
2343,3323064,5,5,0
2344,309de20,3,3,0
2345,2d9b9c4,4,3,-1
2346,9b6c2ce,3,4,1
2347,100527c,2,2,0
2348,951728e,1,4,3
2349,99be5d5,2,3,1
2350,77c71c3,4,3,-1
2351,439e4a1,2,3,1
2352,e1870ae,3,4,1
2353,5b02768,2,2,0
2354,7fd1119,5,4,-1
2355,569f6e7,3,4,1
2356,8b33cfe,3,3,0
2357,7224fb1,4,3,-1
2358,4f6582d,6,4,-2
2359,be4b299,4,3,-1
2360,cab5c96,2,4,2
2361,1649f13,3,3,0
2362,eb1fdc1,2,3,1
2363,934510c,3,3,0
2364,b9c57fb,3,3,0
2365,21b9c41,5,4,-1
2366,17d73bb,3,2,-1
2367,a851540,4,4,0
2368,ca2218d,2,3,1
2369,ebbe275,4,3,-1
2370,82a2ba7,2,2,0
2371,7b59f1a,1,2,1
2372,1bac87b,4,3,-1
2373,c376c72,3,2,-1
2374,db18689,3,4,1
2375,2c91690,3,3,0
2376,a28654a,2,3,1
2377,8707908,3,2,-1
2378,86d2b68,4,4,0
2379,0dc777f,3,3,0
2380,aa96539,4,4,0
2381,e3a9504,3,3,0
2382,6d18a3c,2,3,1
2383,949e0f0,5,3,-2
2384,6ac4c2a,3,2,-1
2385,c208b00,3,4,1
2386,83cd1ec,2,3,1
2387,297885d,3,3,0
2388,50a970f,4,4,0
2389,bde5adf,3,5,2
2390,2feed4e,3,2,-1
2391,c2d5fa5,3,3,0
2392,308be53,5,3,-2
2393,1d9859e,2,3,1
2394,e965607,3,4,1
2395,ca7fb0e,3,3,0
2396,b75e1ba,4,5,1
2397,0f7aadf,3,3,0
2398,57c88d2,3,3,0
2399,51a4fb0,3,2,-1
2400,9c16b65,2,3,1
2401,3443062,2,4,2
2402,baede82,2,3,1
2403,8a5aed7,1,2,1
2404,4a35d90,3,3,0
2405,e2f214c,3,3,0
2406,3755a66,4,4,0
2407,569a513,3,3,0
2408,5e16b0a,3,2,-1
2409,ee4f643,2,3,1
2410,13a8ba8,3,3,0
2411,a95300b,3,3,0
2412,2a847b0,3,2,-1
2413,95285d8,4,3,-1
2414,f7c7aeb,4,3,-1
2415,8461f4b,3,4,1
2416,0539a44,2,3,1
2417,8628ef4,4,3,-1
2418,0870f09,3,4,1
2419,58ef980,3,2,-1
2420,e9701ba,5,4,-1
2421,a26438e,1,2,1
2422,40b5365,4,5,1
2423,5688842,4,3,-1
2424,1831d64,4,4,0
2425,6db3435,2,3,1
2426,1c80539,1,2,1
2427,23ed908,3,2,-1
2428,b6d1b2a,2,3,1
2429,44ce55e,5,3,-2
2430,babf897,2,3,1
2431,3d2d66c,2,3,1
2432,e386e14,1,3,2
2433,1a8c6b7,2,3,1
2434,9fa048b,2,4,2
2435,ff4c9d0,2,3,1
2436,9fc7cec,2,3,1
2437,e092b77,2,3,1
2438,f0cb8d2,2,3,1
2439,cafe815,2,2,0
2440,e2b69b6,3,3,0
2441,e7b77a5,2,3,1
2442,f08a63c,3,3,0
2443,0eb8d11,4,4,0
2444,39a0218,2,2,0
2445,cff14e2,3,4,1
2446,a2f716b,3,3,0
2447,db39406,5,3,-2
2448,71d8782,4,4,0
2449,74aab02,4,3,-1
2450,0fc8125,5,4,-1
2451,2aa5a24,5,4,-1
2452,fe069d3,4,3,-1
2453,b0d125f,5,5,0
2454,27c512c,4,2,-2
2455,c61a6eb,2,3,1
2456,57dd110,3,3,0
2457,35190a9,3,4,1
2458,3baeae9,2,3,1
2459,28cfca6,4,4,0
2460,75798aa,2,4,2
2461,617c836,2,3,1
2462,cba7a80,2,1,-1
2463,5f3892b,4,3,-1
2464,a12cb0a,3,2,-1
2465,db8b63b,4,2,-2
2466,9a753b3,2,2,0
2467,2cc3fa2,2,3,1
2468,5cc9f66,3,3,0
2469,7fe5930,2,3,1
2470,4078d22,2,3,1
2471,1d4afd8,3,4,1
2472,338612b,3,2,-1
2473,a82eb41,3,3,0
2474,9729ecc,3,5,2
2475,dace458,2,2,0
2476,f4c3bdb,3,3,0
2477,6979b76,2,2,0
2478,9af7672,1,2,1
2479,8bddab9,3,4,1
2480,a1a81a4,2,3,1
2481,8d1c468,1,2,1
2482,65a56d6,3,3,0
2483,c71d08f,5,4,-1
2484,b8330aa,3,2,-1
2485,84ddd05,5,4,-1
2486,2148c4b,4,5,1
2487,538bdd5,3,4,1
2488,24e6877,3,3,0
2489,bb7cf0c,2,3,1
2490,d0113ae,3,3,0
2491,dbe526f,2,3,1
2492,318dac4,1,2,1
2493,f4a9eb7,2,2,0
2494,524f91a,4,2,-2
2495,bf2e7ce,3,3,0
2496,c6eb28d,4,5,1
2497,b02e983,2,2,0
2498,75b73b8,3,3,0
2499,c4123b1,3,4,1
2500,9f55d5a,4,3,-1
2501,dcda789,3,4,1
2502,a36d110,3,4,1
2503,7e7f4f7,3,3,0
2504,2dacefb,4,4,0
2505,14c579b,3,3,0
2506,98a7e68,2,3,1
2507,571a8fb,1,3,2
2508,9b9b14f,1,3,2
2509,a02fadf,2,3,1
2510,7889ca2,3,3,0
2511,79c8844,3,3,0
2512,074fd98,4,3,-1
2513,c18eed9,4,5,1
2514,5719951,3,5,2
2515,75296c2,3,3,0
2516,fede8f3,3,2,-1
2517,7a0b369,3,3,0
2518,f4acdab,4,4,0
2519,feddb53,2,4,2
2520,3b1a669,3,4,1
2521,2444a41,3,2,-1
2522,39d96a1,3,3,0
2523,beae3b7,1,2,1
2524,77e0ab1,3,3,0
2525,f1527d7,2,2,0
2526,b50562f,2,2,0
2527,784d732,3,2,-1
2528,9bd955d,1,4,3
2529,24c8a88,2,2,0
2530,a4fc9c0,5,4,-1
2531,c8bf3bc,3,2,-1
2532,853426d,2,3,1
2533,f17a1a7,2,3,1
2534,26fd6e8,3,4,1
2535,70bb147,3,3,0
2536,3a0f754,4,3,-1
2537,9680a60,3,4,1
2538,9136091,5,4,-1
2539,784933d,2,3,1
2540,7d50cf8,2,3,1
2541,eb8e2fd,1,2,1
2542,4183f2e,3,3,0
2543,0cdb059,3,3,0
2544,dbcda24,3,3,0
2545,9cc5892,1,3,2
2546,854c999,1,3,2
2547,8009260,3,3,0
2548,bddcbac,3,3,0
2549,1f7e64f,3,3,0
2550,53b8c98,4,3,-1
2551,7dfccab,2,3,1
2552,6cbe737,3,4,1
2553,2565613,2,3,1
2554,92a1ebc,3,4,1
2555,db325fc,3,3,0
2556,2e56afa,3,3,0
2557,c03d757,4,4,0
2558,795d85a,3,4,1
2559,de5f4a9,4,3,-1
2560,377b41c,4,3,-1
2561,6a0e77b,1,3,2
2562,f24757e,3,4,1
2563,ad81c8e,2,4,2
2564,3fccfd5,4,4,0
2565,32f6344,2,4,2
2566,82342be,3,3,0
2567,9638825,5,4,-1
2568,c7238b0,2,3,1
2569,2ea91d5,4,4,0
2570,90d7a84,3,3,0
2571,ce03364,3,3,0
2572,060694e,3,3,0
2573,0fb1945,3,4,1
2574,8fbf117,4,3,-1
2575,242eb2a,3,3,0
2576,9e12467,5,4,-1
2577,db372d7,3,3,0
2578,c18808b,3,3,0
2579,58a9eed,5,4,-1
2580,5ba51c8,3,3,0
2581,af44cce,2,3,1
2582,8423e55,2,3,1
2583,7502800,3,4,1
2584,289b64b,3,4,1
2585,7a07c96,4,3,-1
2586,450aa09,5,4,-1
2587,6ba80c5,3,3,0
2588,558e033,3,4,1
2589,77cffe7,3,2,-1
2590,c445bc3,2,2,0
2591,61cd11c,3,3,0
2592,289c956,5,3,-2
2593,6e8053a,2,3,1
2594,79504b3,4,4,0
2595,613b483,4,4,0
2596,11eda40,1,2,1
2597,17a6ac5,3,3,0
2598,5c94970,2,3,1
2599,f5b7bcf,4,4,0
2600,ad394ea,4,4,0
2601,2eb5af4,3,3,0
2602,f293ecc,3,3,0
2603,f8af013,3,2,-1
2604,65d28db,2,2,0
2605,67151ff,3,3,0
2606,eb63b28,3,3,0
2607,266c5f7,2,3,1
2608,787fa24,3,4,1
2609,fef2540,5,4,-1
2610,14a1792,5,4,-1
2611,f23935a,4,4,0
2612,4562e98,4,3,-1
2613,c24e037,3,3,0
2614,dc4d6bd,2,2,0
2615,8cd77b3,5,4,-1
2616,8947d0c,2,4,2
2617,3fd4c4a,2,2,0
2618,1d8e8c7,5,5,0
2619,387e0e5,3,5,2
2620,0220c9f,3,3,0
2621,14f5af7,3,4,1
2622,a5f215c,1,2,1
2623,77fa317,3,3,0
2624,9a044fd,1,2,1
2625,3256f36,2,3,1
2626,4606ad1,2,2,0
2627,32d6a9c,2,3,1
2628,8e69430,3,2,-1
2629,a933833,2,3,1
2630,db6668b,2,2,0
2631,8e87556,3,2,-1
2632,feb26c7,4,3,-1
2633,2dee5f4,3,2,-1
2634,4c4f8f8,2,3,1
2635,7874eeb,4,3,-1
2636,0b53b04,3,3,0
2637,3911f96,4,4,0
2638,e07e781,1,3,2
2639,d10e15c,5,3,-2
2640,5bbf0ed,4,3,-1
2641,7b84689,2,2,0
2642,596359b,4,3,-1
2643,be5caee,4,3,-1
2644,188dc58,4,3,-1
2645,88e105c,2,4,2
2646,89cbdf8,2,2,0
2647,3f892e1,3,2,-1
2648,6a3b34a,6,4,-2
2649,dc10eb8,3,3,0
2650,93580a8,3,3,0
2651,7ff619f,3,2,-1
2652,c097714,4,5,1
2653,2c0db08,2,4,2
2654,9a40be1,2,2,0
2655,ac8e39c,3,3,0
2656,534e7dc,3,4,1
2657,dff3179,2,3,1
2658,8276527,1,3,2
2659,e05acf3,3,4,1
2660,50c9675,4,4,0
2661,86d40fb,3,3,0
2662,f8615f8,3,3,0
2663,3074cde,2,4,2
2664,1a8f6e7,2,3,1
2665,bf5aec4,5,4,-1
2666,cafeccc,1,2,1
2667,f850485,3,3,0
2668,4586b43,3,4,1
2669,2b33aff,2,3,1
2670,e74919c,4,3,-1
2671,fd56afe,3,3,0
2672,4a1ccd9,2,3,1
2673,7eabd9d,3,4,1
2674,25346ad,3,3,0
2675,4f57f96,2,3,1
2676,2c9e52a,3,4,1
2677,1800723,2,3,1
2678,4f0cdcd,3,4,1
2679,881860a,4,3,-1
2680,ebd73f6,2,3,1
2681,d7d0216,3,4,1
2682,3aedf9d,3,4,1
2683,2a519df,3,3,0
2684,e941ff8,2,3,1
2685,1f48e7a,3,3,0
2686,c85ac45,1,2,1
2687,8ecf655,4,4,0
2688,7ca5e5f,2,2,0
2689,726d43a,4,4,0
2690,a55a0fd,4,3,-1
2691,80a6291,2,2,0
2692,e849943,3,3,0
2693,d17e84c,3,3,0
2694,3adbfc3,3,3,0
2695,45d4220,2,3,1
2696,1af5f9b,5,4,-1
2697,2f6584c,2,1,-1
2698,1509b39,4,5,1
2699,2fd49c6,2,2,0
2700,3ed7d45,3,3,0
2701,ba4d6d2,2,3,1
2702,d9a15bb,3,3,0
2703,73762dd,5,3,-2
2704,66209d0,3,3,0
2705,2aa01a0,5,3,-2
2706,5ceec09,3,2,-1
2707,62b65c4,3,2,-1
2708,2706317,4,3,-1
2709,9b0e62f,5,3,-2
2710,51b3d5a,3,3,0
2711,7a0e845,2,2,0
2712,a35725b,3,3,0
2713,bbea6c5,1,2,1
2714,08519b2,5,4,-1
2715,9519ec0,2,2,0
2716,9637baf,4,4,0
2717,ff9bb09,3,2,-1
2718,c496be4,2,4,2
2719,423a7ea,5,4,-1
2720,2344268,2,3,1
2721,535fa0d,4,4,0
2722,91db679,4,3,-1
2723,1ac7f5b,6,3,-3
2724,11b679d,3,2,-1
2725,2e6c099,4,4,0
2726,409ca29,3,4,1
2727,ecbdf77,4,3,-1
2728,59c1a55,5,4,-1
2729,462b85d,5,4,-1
2730,71c4a6d,4,3,-1
2731,9176404,3,2,-1
2732,9d4e141,2,3,1
2733,97aea5f,3,2,-1
2734,7b7bb8c,2,3,1
2735,49f49a3,3,3,0
2736,9fc4dab,4,4,0
2737,8393995,5,4,-1
2738,5bd28b9,2,3,1
2739,8ccf443,3,3,0
2740,ac199a9,3,3,0
2741,2a838f9,2,2,0
2742,28d24e7,3,3,0
2743,b5365be,5,5,0
2744,5338c0c,1,3,2
2745,2835045,2,2,0
2746,5c267f8,3,4,1
2747,9c048c8,4,3,-1
2748,41e75d6,4,3,-1
2749,c48c366,5,5,0
2750,7209743,2,3,1
2751,05bcd1b,2,3,1
2752,f68f5cb,5,3,-2
2753,2807acf,3,2,-1
2754,1787e2c,3,2,-1
2755,9cc61ec,4,3,-1
2756,a2a5042,2,2,0
2757,c1c0b13,4,3,-1
2758,3aa696a,2,4,2
2759,4a210f9,3,3,0
2760,7a31834,3,3,0
2761,bd8bf56,2,2,0
2762,7f35d9e,2,3,1
2763,16b44a4,2,4,2
2764,127dd08,1,2,1
2765,0bb7573,2,3,1
2766,fce105d,4,4,0
2767,b60b996,3,3,0
2768,fcf80b2,2,3,1
2769,458a223,2,2,0
2770,13f81b1,2,3,1
2771,dd10951,2,3,1
2772,6725752,1,2,1
2773,f96293b,3,3,0
2774,98ea16a,2,3,1
2775,81d56c1,5,3,-2
2776,41e1988,5,5,0
2777,4f951b4,2,3,1
2778,57f4bb0,3,3,0
2779,b152931,4,2,-2
2780,fc9aa78,4,4,0
2781,c4877f9,4,4,0
2782,d47f566,2,4,2
2783,3fcf11a,2,3,1
2784,2ca50cd,5,3,-2
2785,e5e911d,2,2,0
2786,ef29f25,4,3,-1
2787,f16643f,4,3,-1
2788,8f31486,2,3,1
2789,144074a,3,4,1
2790,f0203e5,4,4,0
2791,b71d27f,3,2,-1
2792,85f1655,3,4,1
2793,4c08e39,2,2,0
2794,75f83cd,3,4,1
2795,5d7a8a8,4,3,-1
2796,2baa048,3,3,0
2797,12f27c0,2,2,0
2798,e8a05dd,3,3,0
2799,a2d2b26,2,3,1
2800,58b61cc,6,4,-2
2801,2ed047c,5,4,-1
2802,4a1beff,3,2,-1
2803,5bf3e0d,3,3,0
2804,bcb1b3d,3,3,0
2805,c4359fe,4,3,-1
2806,70ae3fd,3,4,1
2807,4258514,2,3,1
2808,37f2d28,3,4,1
2809,c140041,2,3,1
2810,ab31ce4,4,4,0
2811,4e1b427,4,4,0
2812,8b81a7a,4,3,-1
2813,252141e,2,2,0
2814,a9fbd0a,3,4,1
2815,2dab24c,4,3,-1
2816,359321d,2,3,1
2817,681190f,3,3,0
2818,6692341,1,2,1
2819,efda9f5,3,3,0
2820,dfac493,5,4,-1
2821,879d150,5,4,-1
2822,2aa79b2,3,3,0
2823,c07ddfb,4,3,-1
2824,0bc0443,3,3,0
2825,8d3822e,1,3,2
2826,e5e3801,4,4,0
2827,a1849d8,1,3,2
2828,ca4ee70,4,3,-1
2829,4c300a4,4,3,-1
2830,9e34d7d,2,3,1
2831,41446e4,4,4,0
2832,f548859,3,3,0
2833,e164ec6,3,4,1
2834,5a57116,4,4,0
2835,d8f9c47,4,4,0
2836,4dd14fc,2,3,1
2837,833f55c,2,3,1
2838,aa9d793,3,4,1
2839,b7248bb,2,3,1
2840,4fe1732,4,4,0
2841,8cf1992,3,3,0
2842,3e4589a,3,5,2
2843,30e3b93,2,2,0
2844,8500af6,2,3,1
